Tipo.Titulo,Data.Vencimento,Data.Base,PU.Base.Manha,TempoDeMaduracao
Tesouro Prefixado,2022-01-01,2019-02-25,810,2.852054794520548
Tesouro Prefixado,2022-01-01,2019-02-26,808,2.8493150684931505
Tesouro Prefixado,2022-01-01,2019-02-27,808,2.8465753424657536
Tesouro Prefixado,2022-01-01,2019-02-28,809,2.8438356164383563
Tesouro Prefixado,2022-01-01,2019-03-01,808,2.841095890410959
Tesouro Prefixado,2022-01-01,2019-03-06,807,2.8273972602739725
Tesouro Prefixado,2022-01-01,2019-03-07,808,2.824657534246575
Tesouro Prefixado,2022-01-01,2019-03-08,808,2.8219178082191783
Tesouro Prefixado,2022-01-01,2019-03-11,811,2.813698630136986
Tesouro Prefixado,2022-01-01,2019-03-12,812,2.8109589041095893
Tesouro Prefixado,2022-01-01,2019-03-13,815,2.808219178082192
Tesouro Prefixado,2022-01-01,2019-03-14,815,2.8054794520547945
Tesouro Prefixado,2022-01-01,2019-03-15,813,2.802739726027397
Tesouro Prefixado,2022-01-01,2019-03-18,815,2.7945205479452055
Tesouro Prefixado,2022-01-01,2019-03-19,817,2.791780821917808
Tesouro Prefixado,2022-01-01,2019-03-20,817,2.789041095890411
Tesouro Prefixado,2022-01-01,2019-03-21,819,2.786301369863014
Tesouro Prefixado,2022-01-01,2019-03-22,812,2.7835616438356166
Tesouro Prefixado,2022-01-01,2019-03-25,810,2.7753424657534245
Tesouro Prefixado,2022-01-01,2019-03-26,815,2.7726027397260276
Tesouro Prefixado,2022-01-01,2019-03-27,811,2.76986301369863
Tesouro Prefixado,2022-01-01,2019-03-28,809,2.767123287671233
Tesouro Prefixado,2022-01-01,2019-03-29,815,2.7643835616438355
Tesouro Prefixado,2022-01-01,2019-04-01,816,2.756164383561644
Tesouro Prefixado,2022-01-01,2019-04-02,816,2.7534246575342465
Tesouro Prefixado,2022-01-01,2019-04-03,817,2.750684931506849
Tesouro Prefixado,2022-01-01,2019-04-04,815,2.747945205479452
Tesouro Prefixado,2022-01-01,2019-04-05,816,2.745205479452055
Tesouro Prefixado,2022-01-01,2019-04-08,816,2.736986301369863
Tesouro Prefixado,2022-01-01,2019-04-09,816,2.734246575342466
Tesouro Prefixado,2022-01-01,2019-04-10,816,2.7315068493150685
Tesouro Prefixado,2022-01-01,2019-04-11,816,2.728767123287671
Tesouro Prefixado,2022-01-01,2019-04-12,815,2.7260273972602738
Tesouro Prefixado,2022-01-01,2019-04-15,815,2.717808219178082
Tesouro Prefixado,2022-01-01,2019-04-16,816,2.7150684931506848
Tesouro Prefixado,2022-01-01,2019-04-17,817,2.712328767123288
Tesouro Prefixado,2022-01-01,2019-04-18,817,2.7095890410958905
Tesouro Prefixado,2022-01-01,2019-04-22,819,2.6986301369863015
Tesouro Prefixado,2022-01-01,2019-04-23,820,2.695890410958904
Tesouro Prefixado,2022-01-01,2019-04-24,821,2.6931506849315068
Tesouro Prefixado,2022-01-01,2019-04-25,817,2.6904109589041094
Tesouro Prefixado,2022-01-01,2019-04-26,818,2.6876712328767125
Tesouro Prefixado,2022-01-01,2019-04-29,819,2.6794520547945204
Tesouro Prefixado,2022-01-01,2019-04-30,819,2.6767123287671235
Tesouro Prefixado,2022-01-01,2019-05-02,818,2.671232876712329
Tesouro Prefixado,2022-01-01,2019-05-03,819,2.6684931506849314
Tesouro Prefixado,2022-01-01,2019-05-06,821,2.66027397260274
Tesouro Prefixado,2022-01-01,2019-05-07,821,2.6575342465753424
Tesouro Prefixado,2022-01-01,2019-05-08,822,2.654794520547945
Tesouro Prefixado,2022-01-01,2019-05-09,823,2.652054794520548
Tesouro Prefixado,2022-01-01,2019-05-10,825,2.649315068493151
Tesouro Prefixado,2022-01-01,2019-05-13,824,2.6410958904109587
Tesouro Prefixado,2022-01-01,2019-05-14,824,2.638356164383562
Tesouro Prefixado,2022-01-01,2019-05-15,826,2.6356164383561644
Tesouro Prefixado,2022-01-01,2019-05-16,826,2.632876712328767
Tesouro Prefixado,2022-01-01,2019-05-17,824,2.6301369863013697
Tesouro Prefixado,2022-01-01,2019-05-20,822,2.621917808219178
Tesouro Prefixado,2022-01-01,2019-05-21,825,2.6191780821917807
Tesouro Prefixado,2022-01-01,2019-05-22,828,2.6164383561643834
Tesouro Prefixado,2022-01-01,2019-05-23,827,2.6136986301369864
Tesouro Prefixado,2022-01-01,2019-05-24,830,2.610958904109589
Tesouro Prefixado,2022-01-01,2019-05-27,830,2.6027397260273974
Tesouro Prefixado,2022-01-01,2019-05-28,831,2.6
Tesouro Prefixado,2022-01-01,2019-05-29,834,2.5972602739726027
Tesouro Prefixado,2022-01-01,2019-05-30,835,2.5945205479452054
Tesouro Prefixado,2022-01-01,2019-05-31,837,2.591780821917808
Tesouro Prefixado,2022-01-01,2019-06-03,839,2.5835616438356164
Tesouro Prefixado,2022-01-01,2019-06-04,841,2.580821917808219
Tesouro Prefixado,2022-01-01,2019-06-05,843,2.578082191780822
Tesouro Prefixado,2022-01-01,2019-06-06,841,2.5753424657534247
Tesouro Prefixado,2022-01-01,2019-06-07,845,2.5726027397260274
Tesouro Prefixado,2022-01-01,2019-06-10,846,2.5643835616438357
Tesouro Prefixado,2022-01-01,2019-06-11,847,2.5616438356164384
Tesouro Prefixado,2022-01-01,2019-06-12,848,2.558904109589041
Tesouro Prefixado,2022-01-01,2019-06-13,849,2.5561643835616437
Tesouro Prefixado,2022-01-01,2019-06-14,851,2.5534246575342467
Tesouro Prefixado,2022-01-01,2019-06-17,852,2.5452054794520547
Tesouro Prefixado,2022-01-01,2019-06-18,853,2.5424657534246577
Tesouro Prefixado,2022-01-01,2019-06-19,851,2.5397260273972604
Tesouro Prefixado,2022-01-01,2019-06-21,856,2.5342465753424657
Tesouro Prefixado,2022-01-01,2019-06-24,857,2.526027397260274
Tesouro Prefixado,2022-01-01,2019-06-25,856,2.5232876712328767
Tesouro Prefixado,2022-01-01,2019-06-26,855,2.5205479452054793
Tesouro Prefixado,2022-01-01,2019-06-27,855,2.5178082191780824
Tesouro Prefixado,2022-01-01,2019-06-28,857,2.515068493150685
Tesouro Prefixado,2022-01-01,2019-07-01,860,2.506849315068493
Tesouro Prefixado,2022-01-01,2019-07-02,860,2.504109589041096
Tesouro Prefixado,2022-01-01,2019-07-03,859,2.5013698630136987
Tesouro Prefixado,2022-01-01,2019-07-04,863,2.4986301369863013
Tesouro Prefixado,2022-01-01,2019-07-05,863,2.495890410958904
Tesouro Prefixado,2025-01-01,2018-02-07,526,6.904109589041096
Tesouro Prefixado,2025-01-01,2018-02-08,526,6.901369863013699
Tesouro Prefixado,2025-01-01,2018-02-09,524,6.898630136986301
Tesouro Prefixado,2025-01-01,2018-02-14,524,6.884931506849315
Tesouro Prefixado,2025-01-01,2018-02-15,524,6.882191780821918
Tesouro Prefixado,2025-01-01,2018-02-16,525,6.879452054794521
Tesouro Prefixado,2025-01-01,2018-02-19,527,6.8712328767123285
Tesouro Prefixado,2025-01-01,2018-02-20,525,6.868493150684931
Tesouro Prefixado,2025-01-01,2018-02-21,528,6.865753424657535
Tesouro Prefixado,2025-01-01,2018-02-22,526,6.863013698630137
Tesouro Prefixado,2025-01-01,2018-02-23,532,6.86027397260274
Tesouro Prefixado,2025-01-01,2018-02-26,531,6.852054794520548
Tesouro Prefixado,2025-01-01,2018-02-27,533,6.8493150684931505
Tesouro Prefixado,2025-01-01,2018-02-28,533,6.846575342465753
Tesouro Prefixado,2025-01-01,2018-03-01,534,6.843835616438356
Tesouro Prefixado,2025-01-01,2018-03-02,536,6.841095890410959
Tesouro Prefixado,2025-01-01,2018-03-05,538,6.832876712328767
Tesouro Prefixado,2025-01-01,2018-03-06,540,6.83013698630137
Tesouro Prefixado,2025-01-01,2018-03-07,538,6.8273972602739725
Tesouro Prefixado,2025-01-01,2018-03-08,538,6.824657534246575
Tesouro Prefixado,2025-01-01,2018-03-09,538,6.821917808219178
Tesouro Prefixado,2025-01-01,2018-03-12,538,6.813698630136987
Tesouro Prefixado,2025-01-01,2018-03-13,538,6.810958904109589
Tesouro Prefixado,2025-01-01,2018-03-14,541,6.808219178082192
Tesouro Prefixado,2025-01-01,2018-03-15,539,6.8054794520547945
Tesouro Prefixado,2025-01-01,2018-03-16,542,6.802739726027397
Tesouro Prefixado,2025-01-01,2018-03-19,543,6.794520547945205
Tesouro Prefixado,2025-01-01,2018-03-20,543,6.791780821917809
Tesouro Prefixado,2025-01-01,2018-03-21,541,6.789041095890411
Tesouro Prefixado,2025-01-01,2018-03-22,547,6.786301369863014
Tesouro Prefixado,2025-01-01,2018-03-23,544,6.7835616438356166
Tesouro Prefixado,2025-01-01,2018-03-26,545,6.7753424657534245
Tesouro Prefixado,2025-01-01,2018-03-27,546,6.772602739726027
Tesouro Prefixado,2025-01-01,2018-03-28,545,6.76986301369863
Tesouro Prefixado,2025-01-01,2018-03-29,543,6.767123287671233
Tesouro Prefixado,2025-01-01,2018-04-02,545,6.756164383561644
Tesouro Prefixado,2025-01-01,2018-04-03,546,6.7534246575342465
Tesouro Prefixado,2025-01-01,2018-04-04,538,6.750684931506849
Tesouro Prefixado,2025-01-01,2018-04-05,548,6.747945205479452
Tesouro Prefixado,2025-01-01,2018-04-06,543,6.745205479452054
Tesouro Prefixado,2025-01-01,2018-04-09,540,6.736986301369863
Tesouro Prefixado,2025-01-01,2018-04-10,541,6.734246575342466
Tesouro Prefixado,2025-01-01,2018-04-11,539,6.7315068493150685
Tesouro Prefixado,2025-01-01,2018-04-12,544,6.728767123287671
Tesouro Prefixado,2025-01-01,2018-04-13,541,6.726027397260274
Tesouro Prefixado,2025-01-01,2018-04-16,540,6.717808219178083
Tesouro Prefixado,2025-01-01,2018-04-17,542,6.715068493150685
Tesouro Prefixado,2025-01-01,2018-04-18,543,6.712328767123288
Tesouro Prefixado,2025-01-01,2018-04-19,545,6.7095890410958905
Tesouro Prefixado,2025-01-01,2018-04-20,545,6.706849315068493
Tesouro Prefixado,2025-01-01,2018-04-23,545,6.698630136986301
Tesouro Prefixado,2025-01-01,2018-04-24,541,6.695890410958904
Tesouro Prefixado,2025-01-01,2018-04-25,535,6.693150684931507
Tesouro Prefixado,2025-01-01,2018-04-26,540,6.69041095890411
Tesouro Prefixado,2025-01-01,2018-04-27,543,6.6876712328767125
Tesouro Prefixado,2025-01-01,2018-04-30,544,6.67945205479452
Tesouro Prefixado,2025-01-01,2018-05-02,542,6.673972602739726
Tesouro Prefixado,2025-01-01,2018-05-03,543,6.671232876712328
Tesouro Prefixado,2025-01-01,2018-05-04,540,6.668493150684932
Tesouro Prefixado,2025-01-01,2018-05-07,541,6.66027397260274
Tesouro Prefixado,2025-01-01,2018-05-08,539,6.657534246575342
Tesouro Prefixado,2025-01-01,2018-05-09,531,6.654794520547945
Tesouro Prefixado,2025-01-01,2018-05-10,531,6.652054794520548
Tesouro Prefixado,2025-01-01,2018-05-11,537,6.64931506849315
Tesouro Prefixado,2025-01-01,2018-05-14,535,6.641095890410959
Tesouro Prefixado,2025-01-01,2018-05-15,529,6.638356164383562
Tesouro Prefixado,2025-01-01,2018-05-16,532,6.635616438356164
Tesouro Prefixado,2025-01-01,2018-05-17,534,6.632876712328767
Tesouro Prefixado,2025-01-01,2018-05-18,526,6.63013698630137
Tesouro Prefixado,2025-01-01,2018-05-21,517,6.6219178082191785
Tesouro Prefixado,2025-01-01,2018-05-22,521,6.619178082191781
Tesouro Prefixado,2025-01-01,2018-05-23,516,6.616438356164384
Tesouro Prefixado,2025-01-01,2018-05-24,517,6.6136986301369864
Tesouro Prefixado,2025-01-01,2018-05-25,517,6.610958904109589
Tesouro Prefixado,2025-01-01,2018-05-28,508,6.602739726027397
Tesouro Prefixado,2022-01-01,2019-07-08,865,2.4876712328767123
Tesouro Prefixado,2022-01-01,2019-07-09,865,2.484931506849315
Tesouro Prefixado,2022-01-01,2019-07-10,867,2.4821917808219176
Tesouro Prefixado,2022-01-01,2019-07-11,868,2.4794520547945207
Tesouro Prefixado,2022-01-01,2019-07-12,868,2.4767123287671233
Tesouro Prefixado,2022-01-01,2019-07-15,868,2.4684931506849317
Tesouro Prefixado,2022-01-01,2019-07-16,868,2.4657534246575343
Tesouro Prefixado,2022-01-01,2019-07-17,868,2.463013698630137
Tesouro Prefixado,2022-01-01,2019-07-18,867,2.4602739726027396
Tesouro Prefixado,2022-01-01,2019-07-19,868,2.4575342465753423
Tesouro Prefixado,2022-01-01,2019-07-22,868,2.4493150684931506
Tesouro Prefixado,2022-01-01,2019-07-23,869,2.4465753424657533
Tesouro Prefixado,2022-01-01,2019-07-24,870,2.4438356164383563
Tesouro Prefixado,2022-01-01,2019-07-25,871,2.441095890410959
Tesouro Prefixado,2022-01-01,2019-07-26,870,2.4383561643835616
Tesouro Prefixado,2022-01-01,2019-07-29,870,2.43013698630137
Tesouro Prefixado,2022-01-01,2019-07-30,871,2.4273972602739726
Tesouro Prefixado,2022-01-01,2019-07-31,871,2.4246575342465753
Tesouro Prefixado,2022-01-01,2019-08-01,872,2.421917808219178
Tesouro Prefixado,2022-01-01,2019-08-02,871,2.419178082191781
Tesouro Prefixado,2022-01-01,2019-08-05,869,2.410958904109589
Tesouro Prefixado,2022-01-01,2019-08-06,868,2.408219178082192
Tesouro Prefixado,2022-01-01,2019-08-07,870,2.4054794520547946
Tesouro Prefixado,2022-01-01,2019-08-08,872,2.4027397260273973
Tesouro Prefixado,2022-01-01,2019-08-09,872,2.4
Tesouro Prefixado,2022-01-01,2019-08-12,871,2.3917808219178083
Tesouro Prefixado,2022-01-01,2019-08-13,872,2.389041095890411
Tesouro Prefixado,2022-01-01,2019-08-14,872,2.3863013698630136
Tesouro Prefixado,2022-01-01,2019-08-15,871,2.3835616438356166
Tesouro Prefixado,2022-01-01,2019-08-16,872,2.3808219178082193
Tesouro Prefixado,2022-01-01,2019-08-19,873,2.372602739726027
Tesouro Prefixado,2022-01-01,2019-08-20,872,2.3698630136986303
Tesouro Prefixado,2022-01-01,2019-08-21,873,2.367123287671233
Tesouro Prefixado,2022-01-01,2019-08-22,874,2.3643835616438356
Tesouro Prefixado,2022-01-01,2019-08-23,873,2.361643835616438
Tesouro Prefixado,2022-01-01,2019-08-26,872,2.3534246575342466
Tesouro Prefixado,2022-01-01,2019-08-27,869,2.350684931506849
Tesouro Prefixado,2022-01-01,2019-08-28,868,2.347945205479452
Tesouro Prefixado,2022-01-01,2019-08-29,867,2.345205479452055
Tesouro Prefixado,2022-01-01,2019-08-30,870,2.3424657534246576
Tesouro Prefixado,2022-01-01,2019-09-02,871,2.334246575342466
Tesouro Prefixado,2022-01-01,2019-09-03,871,2.3315068493150686
Tesouro Prefixado,2022-01-01,2019-09-04,873,2.328767123287671
Tesouro Prefixado,2022-01-01,2019-09-05,875,2.326027397260274
Tesouro Prefixado,2022-01-01,2019-09-06,875,2.3232876712328765
Tesouro Prefixado,2022-01-01,2019-09-09,875,2.315068493150685
Tesouro Prefixado,2022-01-01,2019-09-10,875,2.3123287671232875
Tesouro Prefixado,2022-01-01,2019-09-11,876,2.3095890410958906
Tesouro Prefixado,2022-01-01,2019-09-12,876,2.3068493150684932
Tesouro Prefixado,2022-01-01,2019-09-13,876,2.304109589041096
Tesouro Prefixado,2022-01-01,2019-09-16,876,2.2958904109589042
Tesouro Prefixado,2022-01-01,2019-09-17,877,2.293150684931507
Tesouro Prefixado,2022-01-01,2019-09-18,880,2.2904109589041095
Tesouro Prefixado,2022-01-01,2019-09-19,883,2.287671232876712
Tesouro Prefixado,2022-01-01,2019-09-20,883,2.2849315068493152
Tesouro Prefixado,2022-01-01,2019-09-23,884,2.276712328767123
Tesouro Prefixado,2022-01-01,2019-09-24,884,2.2739726027397262
Tesouro Prefixado,2022-01-01,2019-09-25,882,2.271232876712329
Tesouro Prefixado,2022-01-01,2019-09-26,885,2.2684931506849315
Tesouro Prefixado,2022-01-01,2019-09-27,885,2.265753424657534
Tesouro Prefixado,2022-01-01,2019-09-30,885,2.2575342465753425
Tesouro Prefixado,2022-01-01,2019-10-01,885,2.254794520547945
Tesouro Prefixado,2022-01-01,2019-10-02,885,2.252054794520548
Tesouro Prefixado,2022-01-01,2019-10-03,887,2.249315068493151
Tesouro Prefixado,2022-01-01,2019-10-04,888,2.2465753424657535
Tesouro Prefixado,2022-01-01,2019-10-07,888,2.2383561643835614
Tesouro Prefixado,2022-01-01,2019-10-08,888,2.2356164383561645
Tesouro Prefixado,2022-01-01,2019-10-09,890,2.232876712328767
Tesouro Prefixado,2022-01-01,2019-10-10,893,2.23013698630137
Tesouro Prefixado,2022-01-01,2019-10-11,895,2.2273972602739724
Tesouro Prefixado,2022-01-01,2019-10-14,897,2.219178082191781
Tesouro Prefixado,2022-01-01,2019-10-15,897,2.2164383561643834
Tesouro Prefixado,2022-01-01,2019-10-16,896,2.213698630136986
Tesouro Prefixado,2022-01-01,2019-10-17,899,2.210958904109589
Tesouro Prefixado,2022-01-01,2019-10-18,899,2.208219178082192
Tesouro Prefixado,2022-01-01,2019-10-21,900,2.2
Tesouro Prefixado,2022-01-01,2019-10-22,900,2.197260273972603
Tesouro Prefixado,2022-01-01,2019-10-23,899,2.1945205479452055
Tesouro Prefixado,2022-01-01,2019-10-24,900,2.191780821917808
Tesouro Prefixado,2022-01-01,2019-10-25,901,2.1890410958904107
Tesouro Prefixado,2022-01-01,2019-10-28,901,2.180821917808219
Tesouro Prefixado,2022-01-01,2019-10-29,903,2.1780821917808217
Tesouro Prefixado,2022-01-01,2019-10-30,902,2.175342465753425
Tesouro Prefixado,2022-01-01,2019-10-31,902,2.1726027397260275
Tesouro Prefixado,2022-01-01,2019-11-01,902,2.16986301369863
Tesouro Prefixado,2022-01-01,2019-11-04,903,2.1616438356164385
Tesouro Prefixado,2022-01-01,2019-11-05,900,2.158904109589041
Tesouro Prefixado,2022-01-01,2019-11-06,901,2.1561643835616437
Tesouro Prefixado,2022-01-01,2019-11-07,901,2.1534246575342464
Tesouro Prefixado,2022-01-01,2019-11-08,899,2.1506849315068495
Tesouro Prefixado,2022-01-01,2019-11-11,899,2.1424657534246574
Tesouro Prefixado,2022-01-01,2019-11-12,899,2.1397260273972605
Tesouro Prefixado,2022-01-01,2019-11-13,899,2.136986301369863
Tesouro Prefixado,2022-01-01,2019-11-14,898,2.1342465753424658
Tesouro Prefixado,2022-01-01,2019-11-18,899,2.1232876712328768
Tesouro Prefixado,2022-01-01,2019-11-19,897,2.1205479452054794
Tesouro Prefixado,2022-01-01,2019-11-21,897,2.115068493150685
Tesouro Prefixado,2022-01-01,2019-11-22,897,2.1123287671232878
Tesouro Prefixado,2022-01-01,2019-11-25,898,2.1041095890410957
Tesouro Prefixado,2022-01-01,2019-11-26,895,2.1013698630136988
Tesouro Prefixado,2022-01-01,2019-11-27,896,2.0986301369863014
Tesouro Prefixado,2022-01-01,2019-11-28,895,2.095890410958904
Tesouro Prefixado,2022-01-01,2019-11-29,898,2.0931506849315067
Tesouro Prefixado,2022-01-01,2019-12-02,897,2.084931506849315
Tesouro Prefixado,2022-01-01,2019-12-03,897,2.0821917808219177
Tesouro Prefixado,2022-01-01,2019-12-04,898,2.0794520547945203
Tesouro Prefixado,2022-01-01,2019-12-05,899,2.0767123287671234
Tesouro Prefixado,2022-01-01,2019-12-06,899,2.073972602739726
Tesouro Prefixado,2022-01-01,2019-12-09,901,2.0657534246575344
Tesouro Prefixado,2025-01-01,2018-05-29,506,6.6
Tesouro Prefixado,2025-01-01,2018-05-30,503,6.597260273972603
Tesouro Prefixado,2025-01-01,2018-06-01,500,6.5917808219178085
Tesouro Prefixado,2025-01-01,2018-06-04,501,6.583561643835616
Tesouro Prefixado,2025-01-01,2018-06-05,492,6.580821917808219
Tesouro Prefixado,2025-01-01,2018-06-06,475,6.578082191780822
Tesouro Prefixado,2025-01-01,2018-06-07,474,6.575342465753424
Tesouro Prefixado,2025-01-01,2018-06-08,484,6.572602739726028
Tesouro Prefixado,2025-01-01,2018-06-11,495,6.564383561643836
Tesouro Prefixado,2025-01-01,2018-06-12,489,6.561643835616438
Tesouro Prefixado,2025-01-01,2018-06-13,488,6.558904109589041
Tesouro Prefixado,2025-01-01,2018-06-14,488,6.556164383561644
Tesouro Prefixado,2025-01-01,2018-06-15,477,6.553424657534246
Tesouro Prefixado,2025-01-01,2018-06-18,479,6.545205479452055
Tesouro Prefixado,2025-01-01,2018-06-19,479,6.542465753424658
Tesouro Prefixado,2025-01-01,2018-06-20,493,6.53972602739726
Tesouro Prefixado,2025-01-01,2018-06-21,486,6.536986301369863
Tesouro Prefixado,2025-01-01,2018-06-22,483,6.534246575342466
Tesouro Prefixado,2025-01-01,2018-06-25,484,6.526027397260274
Tesouro Prefixado,2025-01-01,2018-06-26,491,6.523287671232877
Tesouro Prefixado,2025-01-01,2018-06-27,491,6.52054794520548
Tesouro Prefixado,2025-01-01,2018-06-28,489,6.517808219178082
Tesouro Prefixado,2025-01-01,2018-06-29,492,6.515068493150685
Tesouro Prefixado,2025-01-01,2018-07-02,499,6.506849315068493
Tesouro Prefixado,2025-01-01,2018-07-03,504,6.504109589041096
Tesouro Prefixado,2025-01-01,2018-07-04,501,6.501369863013698
Tesouro Prefixado,2025-01-01,2018-07-05,505,6.498630136986302
Tesouro Prefixado,2025-01-01,2018-07-06,501,6.495890410958904
Tesouro Prefixado,2025-01-01,2018-07-10,506,6.484931506849315
Tesouro Prefixado,2025-01-01,2018-07-11,510,6.482191780821918
Tesouro Prefixado,2025-01-01,2018-07-12,507,6.47945205479452
Tesouro Prefixado,2025-01-01,2018-07-13,502,6.476712328767123
Tesouro Prefixado,2025-01-01,2018-07-16,505,6.468493150684932
Tesouro Prefixado,2025-01-01,2018-07-17,503,6.465753424657534
Tesouro Prefixado,2025-01-01,2018-07-18,507,6.463013698630137
Tesouro Prefixado,2025-01-01,2018-07-19,506,6.46027397260274
Tesouro Prefixado,2025-01-01,2018-07-20,516,6.457534246575342
Tesouro Prefixado,2025-01-01,2018-07-23,516,6.449315068493151
Tesouro Prefixado,2025-01-01,2018-07-24,516,6.446575342465754
Tesouro Prefixado,2025-01-01,2018-07-25,517,6.443835616438356
Tesouro Prefixado,2025-01-01,2018-07-26,518,6.441095890410959
Tesouro Prefixado,2025-01-01,2018-07-27,518,6.438356164383562
Tesouro Prefixado,2025-01-01,2018-07-30,517,6.4301369863013695
Tesouro Prefixado,2025-01-01,2018-07-31,516,6.427397260273972
Tesouro Prefixado,2025-01-01,2018-08-01,513,6.424657534246576
Tesouro Prefixado,2025-01-01,2018-08-02,511,6.421917808219178
Tesouro Prefixado,2025-01-01,2018-08-03,515,6.419178082191781
Tesouro Prefixado,2025-01-01,2018-08-06,520,6.410958904109589
Tesouro Prefixado,2025-01-01,2018-08-07,520,6.4082191780821915
Tesouro Prefixado,2025-01-01,2018-08-08,516,6.405479452054794
Tesouro Prefixado,2025-01-01,2018-08-09,508,6.402739726027397
Tesouro Prefixado,2025-01-01,2018-08-10,503,6.4
Tesouro Prefixado,2025-01-01,2018-08-13,491,6.391780821917808
Tesouro Prefixado,2025-01-01,2018-08-14,501,6.389041095890411
Tesouro Prefixado,2025-01-01,2018-08-15,500,6.3863013698630136
Tesouro Prefixado,2025-01-01,2018-08-16,506,6.383561643835616
Tesouro Prefixado,2025-01-01,2018-08-17,496,6.380821917808219
Tesouro Prefixado,2025-01-01,2018-08-20,498,6.372602739726028
Tesouro Prefixado,2025-01-01,2018-08-21,496,6.36986301369863
Tesouro Prefixado,2025-01-01,2018-08-22,481,6.367123287671233
Tesouro Prefixado,2025-01-01,2018-08-23,492,6.364383561643836
Tesouro Prefixado,2025-01-01,2018-08-24,488,6.361643835616438
Tesouro Prefixado,2025-01-01,2018-08-27,493,6.353424657534247
Tesouro Prefixado,2025-01-01,2018-08-28,493,6.35068493150685
Tesouro Prefixado,2025-01-01,2018-08-29,489,6.347945205479452
Tesouro Prefixado,2025-01-01,2018-08-30,490,6.345205479452055
Tesouro Prefixado,2025-01-01,2018-08-31,483,6.342465753424658
Tesouro Prefixado,2025-01-01,2018-09-03,483,6.3342465753424655
Tesouro Prefixado,2025-01-01,2018-09-04,483,6.331506849315068
Tesouro Prefixado,2025-01-01,2018-09-05,478,6.328767123287672
Tesouro Prefixado,2025-01-01,2018-09-06,483,6.326027397260274
Tesouro Prefixado,2025-01-01,2018-09-10,488,6.315068493150685
Tesouro Prefixado,2025-01-01,2018-09-11,482,6.3123287671232875
Tesouro Prefixado,2025-01-01,2018-09-12,485,6.30958904109589
Tesouro Prefixado,2025-01-01,2018-09-13,485,6.306849315068493
Tesouro Prefixado,2025-01-01,2018-09-14,483,6.304109589041096
Tesouro Prefixado,2025-01-01,2018-09-17,483,6.295890410958904
Tesouro Prefixado,2025-01-01,2018-09-18,488,6.293150684931507
Tesouro Prefixado,2025-01-01,2018-09-19,490,6.2904109589041095
Tesouro Prefixado,2025-01-01,2018-09-20,493,6.287671232876712
Tesouro Prefixado,2025-01-01,2018-09-21,498,6.284931506849315
Tesouro Prefixado,2025-01-01,2018-09-24,499,6.276712328767124
Tesouro Prefixado,2025-01-01,2018-09-25,496,6.273972602739726
Tesouro Prefixado,2025-01-01,2018-09-26,499,6.271232876712329
Tesouro Prefixado,2025-01-01,2018-09-27,505,6.2684931506849315
Tesouro Prefixado,2025-01-01,2018-09-28,505,6.265753424657534
Tesouro Prefixado,2025-01-01,2018-10-01,502,6.257534246575342
Tesouro Prefixado,2025-01-01,2018-10-02,510,6.254794520547946
Tesouro Prefixado,2025-01-01,2018-10-03,518,6.252054794520548
Tesouro Prefixado,2025-01-01,2018-10-04,514,6.249315068493151
Tesouro Prefixado,2025-01-01,2018-10-05,522,6.2465753424657535
Tesouro Prefixado,2025-01-01,2018-10-08,531,6.238356164383561
Tesouro Prefixado,2025-01-01,2018-10-09,533,6.235616438356164
Tesouro Prefixado,2025-01-01,2018-10-10,537,6.232876712328767
Tesouro Prefixado,2025-01-01,2018-10-11,537,6.23013698630137
Tesouro Prefixado,2025-01-01,2018-10-15,538,6.219178082191781
Tesouro Prefixado,2025-01-01,2018-10-16,548,6.2164383561643834
Tesouro Prefixado,2025-01-01,2018-10-17,551,6.213698630136986
Tesouro Prefixado,2025-01-01,2018-10-18,555,6.210958904109589
Tesouro Prefixado,2025-01-01,2018-10-19,555,6.208219178082191
Tesouro Prefixado,2025-01-01,2018-10-22,555,6.2
Tesouro Prefixado,2025-01-01,2018-10-23,560,6.197260273972603
Tesouro Prefixado,2025-01-01,2018-10-24,557,6.1945205479452055
Tesouro Prefixado,2025-01-01,2018-10-25,555,6.191780821917808
Tesouro Prefixado,2025-01-01,2018-10-26,553,6.189041095890411
Tesouro Prefixado,2025-01-01,2018-10-29,569,6.1808219178082195
Tesouro Prefixado,2025-01-01,2018-10-30,563,6.178082191780822
Tesouro Prefixado,2025-01-01,2018-10-31,567,6.175342465753425
Tesouro Prefixado,2025-01-01,2018-11-01,564,6.1726027397260275
Tesouro Prefixado,2025-01-01,2018-11-05,566,6.161643835616438
Tesouro Prefixado,2025-01-01,2018-11-06,565,6.158904109589041
Tesouro Prefixado,2023-01-01,2016-01-26,346,6.936986301369863
Tesouro Prefixado,2023-01-01,2016-01-27,352,6.934246575342466
Tesouro Prefixado,2023-01-01,2016-01-28,350,6.931506849315069
Tesouro Prefixado,2023-01-01,2016-01-29,361,6.928767123287671
Tesouro Prefixado,2023-01-01,2016-02-01,362,6.920547945205479
Tesouro Prefixado,2023-01-01,2016-02-02,368,6.917808219178082
Tesouro Prefixado,2023-01-01,2016-02-03,362,6.9150684931506845
Tesouro Prefixado,2023-01-01,2016-02-04,366,6.912328767123288
Tesouro Prefixado,2023-01-01,2016-02-05,360,6.909589041095891
Tesouro Prefixado,2023-01-01,2016-02-10,361,6.895890410958904
