"Date","Price","Open","High","Low","Change %"
"Mar 22, 2020","105.347","105.492","105.579","105.347","1.94%"
"Mar 20, 2020","103.342","100.251","105.154","99.117","-6.75%"
"Mar 19, 2020","110.823","112.450","115.247","99.639","0.68%"
"Mar 18, 2020","110.070","114.184","115.498","110.070","-4.98%"
"Mar 17, 2020","115.834","120.175","120.704","114.605","-4.27%"
"Mar 16, 2020","120.999","126.557","127.689","120.382","-4.54%"
"Mar 15, 2020","126.756","126.871","126.895","126.729","4.59%"
"Mar 13, 2020","121.197","116.594","122.757","111.855","2.96%"
"Mar 12, 2020","117.714","125.753","129.891","116.382","-6.54%"
"Mar 11, 2020","125.952","129.006","132.261","124.487","-3.07%"
"Mar 10, 2020","129.944","131.407","132.918","127.189","-3.26%"
"Mar 09, 2020","134.325","139.326","146.807","131.193","-3.66%"
"Mar 08, 2020","139.421","139.314","139.421","139.146","3.35%"
"Mar 06, 2020","134.908","130.675","137.970","130.626","3.83%"
"Mar 05, 2020","129.929","128.058","131.317","128.001","0.63%"
"Mar 04, 2020","129.121","130.217","131.066","127.521","-0.45%"
"Mar 03, 2020","129.700","123.168","131.567","122.598","4.06%"
"Mar 02, 2020","124.643","125.512","125.817","123.060","-0.38%"
"Mar 01, 2020","125.119","124.498","125.119","124.498","0.82%"
"Feb 28, 2020","124.097","123.816","126.620","123.102","0.41%"
"Feb 27, 2020","123.596","125.234","126.606","123.596","-0.84%"
"Feb 26, 2020","124.644","124.618","125.604","124.097","-0.85%"
"Feb 25, 2020","125.714","125.063","126.028","124.676","0.19%"
"Feb 24, 2020","125.474","125.120","126.612","125.120","0.91%"
"Feb 23, 2020","124.344","124.344","124.344","124.344","-0.00%"
"Feb 21, 2020","124.345","124.824","126.502","124.294","-0.25%"
"Feb 20, 2020","124.660","123.453","124.952","123.453","0.75%"
"Feb 19, 2020","123.726","123.710","124.273","123.470","-0.20%"
"Feb 18, 2020","123.969","123.487","124.446","123.487","0.53%"
"Feb 17, 2020","123.312","123.210","123.312","123.210","0.08%"
"Feb 16, 2020","123.210","123.210","123.210","123.210","0.00%"
"Feb 14, 2020","123.210","122.732","123.553","122.663","0.59%"
"Feb 13, 2020","122.486","123.283","123.972","122.426","-0.36%"
"Feb 12, 2020","122.930","122.591","123.028","121.864","-0.03%"
"Feb 11, 2020","122.971","123.660","123.660","122.671","-0.56%"
"Feb 10, 2020","123.662","124.300","124.619","123.299","-0.55%"
"Feb 09, 2020","124.343","124.432","124.432","124.276","0.16%"
"Feb 07, 2020","124.142","121.978","124.244","121.960","1.76%"
"Feb 06, 2020","121.994","120.969","122.129","120.596","0.76%"
"Feb 05, 2020","121.074","122.034","122.763","120.929","-0.89%"
"Feb 04, 2020","122.159","123.090","123.168","121.389","-0.91%"
"Feb 03, 2020","123.275","123.220","123.692","122.615","0.11%"
"Feb 02, 2020","123.138","123.456","123.475","123.138","-0.18%"
"Jan 31, 2020","123.362","122.768","123.742","122.515","0.01%"
"Jan 30, 2020","123.354","125.254","126.079","122.621","-1.35%"
"Jan 29, 2020","125.047","123.991","125.412","123.568","0.75%"
"Jan 28, 2020","124.117","124.848","125.636","123.669","-0.68%"
"Jan 27, 2020","124.967","124.017","125.090","123.850","0.71%"
"Jan 26, 2020","124.082","124.127","124.127","124.063","0.56%"
"Jan 24, 2020","123.386","122.131","123.551","121.692","0.93%"
"Jan 23, 2020","122.248","121.541","122.573","121.541","0.62%"
"Jan 22, 2020","121.490","121.005","121.716","120.870","0.17%"
"Jan 21, 2020","121.281","119.578","121.356","119.575","1.49%"
"Jan 20, 2020","119.498","119.330","119.516","119.330","0.14%"
"Jan 19, 2020","119.330","119.330","119.330","119.330","0.00%"
"Jan 17, 2020","119.330","119.536","119.757","119.005","-0.60%"
"Jan 16, 2020","120.050","120.411","120.631","119.859","-0.30%"
"Jan 15, 2020","120.412","119.880","120.573","119.696","0.56%"
"Jan 14, 2020","119.738","118.995","119.852","118.839","0.53%"
"Jan 13, 2020","119.102","119.437","119.533","118.895","-0.38%"
"Jan 12, 2020","119.551","119.551","119.551","119.551","-0.00%"
"Jan 10, 2020","119.553","118.267","119.712","118.155","0.99%"
"Jan 09, 2020","118.385","117.723","118.521","117.408","0.55%"
"Jan 08, 2020","117.739","120.079","120.681","117.644","-0.89%"
"Jan 07, 2020","118.793","120.622","120.757","118.735","-1.52%"
"Jan 06, 2020","120.623","121.370","121.760","120.467","-0.64%"
"Jan 05, 2020","121.406","121.605","121.644","121.406","0.15%"
"Jan 03, 2020","121.223","120.523","121.327","120.429","1.39%"
"Jan 02, 2020","119.564","118.562","119.989","118.055","0.61%"
"Jan 01, 2020","118.835","118.835","118.835","118.835","0.00%"
"Dec 31, 2019","118.835","119.454","119.653","118.582","-0.52%"
