TipoDeBono,FechaDeMaduracion,FechaDeValoracion,Precio,TiempoRestanteParaMaduracion,CuponSemestral
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-17,961,9.46575342465753,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-18,969,9.46301369863014,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-19,973,9.46027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-22,974,9.45205479452055,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-23,975,9.44931506849315,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-24,979,9.44657534246575,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-25,972,9.44383561643836,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-26,965,9.44109589041096,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-29,963,9.43287671232877,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-30,955,9.43013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-07-31,954,9.42739726027397,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-01,958,9.42465753424658,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-02,949,9.42191780821918,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-05,957,9.41369863013699,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-06,959,9.41095890410959,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-07,953,9.40821917808219,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-08,949,9.4054794520548,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-09,948,9.4027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-12,953,9.39452054794521,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-13,942,9.39178082191781,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-14,933,9.38904109589041,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-15,927,9.38630136986301,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-16,926,9.38356164383562,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-19,919,9.37534246575343,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-20,904,9.37260273972603,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-21,918,9.36986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-22,896,9.36712328767123,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-23,910,9.36438356164384,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-26,923,9.35616438356164,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-27,920,9.35342465753425,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-28,921,9.35068493150685,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-29,924,9.34794520547945,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-08-30,909,9.34520547945205,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-02,906,9.33698630136986,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-03,908,9.33424657534247,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-04,907,9.33150684931507,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-05,909,9.32876712328767,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-06,909,9.32602739726027,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-09,918,9.31780821917808,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-10,921,9.31506849315068,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-11,923,9.31232876712329,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-12,923,9.30958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-13,917,9.30684931506849,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-16,917,9.2986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-17,918,9.2958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-18,920,9.29315068493151,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-19,942,9.29041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-20,943,9.28767123287671,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-23,946,9.27945205479452,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-24,945,9.27671232876712,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-25,948,9.27397260273973,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-26,943,9.27123287671233,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-27,936,9.26849315068493,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-09-30,936,9.26027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-01,937,9.25753424657534,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-02,935,9.25479452054794,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-03,936,9.25205479452055,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-04,936,9.24931506849315,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-07,936,9.24109589041096,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-08,939,9.23835616438356,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-09,941,9.23561643835616,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-10,947,9.23287671232877,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-11,947,9.23013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-14,945,9.22191780821918,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-15,942,9.21917808219178,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-16,941,9.21643835616438,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-17,943,9.21369863013699,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-18,945,9.21095890410959,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-21,939,9.2027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-22,935,9.2,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-23,939,9.1972602739726,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-24,949,9.19452054794521,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-25,950,9.19178082191781,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-28,957,9.18356164383562,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-29,959,9.18082191780822,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-30,955,9.17808219178082,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-10-31,954,9.17534246575342,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-01,946,9.17260273972603,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-04,938,9.16438356164384,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-05,935,9.16164383561644,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-06,924,9.15890410958904,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-07,923,9.15616438356164,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-08,917,9.15342465753425,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-11,913,9.14520547945206,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-12,908,9.14246575342466,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-13,915,9.13972602739726,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-14,920,9.13698630136986,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-18,926,9.12602739726027,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-19,933,9.12328767123288,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-20,924,9.12054794520548,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-21,925,9.11780821917808,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-22,914,9.11506849315069,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-25,913,9.10684931506849,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-26,907,9.1041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-27,909,9.1013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-28,904,9.0986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-11-29,902,9.0958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-02,897,9.08767123287671,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-03,884,9.08493150684932,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-04,882,9.08219178082192,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-05,880,9.07945205479452,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-06,892,9.07671232876712,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-09,896,9.06849315068493,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-10,898,9.06575342465753,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-11,905,9.06301369863014,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-12,904,9.06027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-13,907,9.05753424657534,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-16,907,9.04931506849315,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-17,909,9.04657534246575,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-18,908,9.04383561643836,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-19,908,9.04109589041096,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-20,900,9.03835616438356,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-23,892,9.03013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-24,891,9.02739726027397,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-26,892,9.02191780821918,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-27,890,9.01917808219178,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-30,846,9.01095890410959,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2013-12-31,844,9.00821917808219,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-02,845,9.0027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-03,843,9,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-06,847,8.99178082191781,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-07,847,8.98904109589041,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-08,850,8.98630136986301,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-09,844,8.98356164383562,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-10,844,8.98082191780822,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-13,852,8.97260273972603,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-14,855,8.96986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-15,852,8.96712328767123,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-16,856,8.96438356164384,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-17,858,8.96164383561644,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-20,863,8.95342465753425,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-21,859,8.95068493150685,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-22,856,8.94794520547945,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-23,855,8.94520547945205,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-24,845,8.94246575342466,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-27,854,8.93424657534247,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-28,848,8.93150684931507,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-29,846,8.92876712328767,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-30,845,8.92602739726027,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-01-31,846,8.92328767123288,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-03,843,8.91506849315068,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-04,841,8.91232876712329,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-05,846,8.90958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-06,851,8.90684931506849,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-07,854,8.9041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-10,856,8.8958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-11,856,8.89315068493151,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-12,852,8.89041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-13,850,8.88767123287671,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-14,857,8.88493150684931,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-17,860,8.87671232876712,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-18,862,8.87397260273973,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-19,865,8.87123287671233,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-20,862,8.86849315068493,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-21,870,8.86575342465753,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-24,876,8.85753424657534,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-25,880,8.85479452054794,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-26,885,8.85205479452055,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-27,887,8.84931506849315,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-02-28,893,8.84657534246575,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-05,884,8.83287671232877,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-06,884,8.83013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-07,881,8.82739726027397,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-10,876,8.81917808219178,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-11,875,8.81643835616438,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2014-03-12,876,8.81369863013699,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-16,1032,5.54794520547945,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-19,1036,5.53972602739726,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-20,1041,5.53698630136986,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-21,1037,5.53424657534247,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-22,1035,5.53150684931507,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-23,1031,5.52876712328767,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-26,1033,5.52054794520548,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-27,1034,5.51780821917808,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-28,1030,5.51506849315069,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-29,1040,5.51232876712329,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-06-30,988,5.50958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-03,993,5.5013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-04,994,5.4986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-05,994,5.4958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-06,992,5.49315068493151,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-07,995,5.49041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-10,994,5.48219178082192,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-11,996,5.47945205479452,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-12,1000,5.47671232876712,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-13,1005,5.47397260273973,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-14,1005,5.47123287671233,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-17,1009,5.46301369863014,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-18,1011,5.46027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-19,1015,5.45753424657534,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-20,1018,5.45479452054794,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-21,1019,5.45205479452055,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-24,1019,5.44383561643836,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-25,1018,5.44109589041096,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-26,1016,5.43835616438356,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-27,1024,5.43561643835616,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-28,1022,5.43287671232877,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-07-31,1021,5.42465753424658,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-01,1024,5.42191780821918,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-02,1022,5.41917808219178,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-03,1027,5.41643835616438,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-04,1031,5.41369863013699,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-07,1032,5.40547945205479,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-08,1030,5.4027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-09,1027,5.4,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-10,1023,5.3972602739726,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-11,1021,5.39452054794521,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-14,1024,5.38630136986301,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-15,1022,5.38356164383562,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-16,1026,5.38082191780822,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-17,1024,5.37808219178082,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-18,1022,5.37534246575343,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-21,1025,5.36712328767123,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-22,1023,5.36438356164384,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-23,1025,5.36164383561644,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-24,1027,5.35890410958904,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-25,1030,5.35616438356164,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-28,1031,5.34794520547945,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-29,1030,5.34520547945205,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-30,1031,5.34246575342466,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-08-31,1032,5.33972602739726,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-01,1039,5.33698630136986,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-04,1035,5.32876712328767,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-05,1041,5.32602739726027,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-06,1044,5.32328767123288,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-08,1050,5.31780821917808,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-11,1051,5.30958904109589,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-12,1045,5.30684931506849,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-13,1045,5.3041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-14,1045,5.3013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-15,1050,5.2986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-18,1049,5.29041095890411,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-19,1051,5.28767123287671,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-20,1052,5.28493150684931,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-21,1058,5.28219178082192,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-22,1060,5.27945205479452,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-25,1058,5.27123287671233,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-26,1053,5.26849315068493,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-27,1054,5.26575342465753,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-28,1054,5.26301369863014,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-09-29,1055,5.26027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-02,1057,5.25205479452055,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-03,1058,5.24931506849315,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-04,1056,5.24657534246575,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-05,1054,5.24383561643836,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-06,1047,5.24109589041096,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-09,1053,5.23287671232877,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-10,1054,5.23013698630137,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-11,1054,5.22739726027397,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-13,1053,5.22191780821918,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-16,1052,5.21369863013699,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-17,1052,5.21095890410959,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-18,1057,5.20821917808219,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-19,1058,5.20547945205479,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-20,1062,5.2027397260274,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-23,1060,5.19452054794521,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-24,1059,5.19178082191781,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-25,1061,5.18904109589041,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-26,1061,5.18630136986301,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-27,1050,5.18356164383562,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-30,1057,5.17534246575342,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-10-31,1051,5.17260273972603,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-11-01,1052,5.16986301369863,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-11-03,1047,5.16438356164384,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-11-06,1044,5.15616438356164,0.048808848170152
Tesouro Prefixado com Juros Semestrais,2023-01-01,2017-11-07,1047,5.15342465753425,0.048808848170152
